Age,CatsInHouse,HousingType,Zone,TimeOutside,TimeWithOwner,Shy,Calm,Skittish,Intelligent,Vigilant,Tenacious,Affectionate,Friendly,Loner,Ferocious,Territorial,Aggressive,Impulsive,Predictable,Inattentive,NaturalAreasAbundance,BirdsEater,MiceEater,Race
1-2 years,1,House in a subdivision,Periurban,2,1,4,4,2,3,4,4,3,3,4,3,4,4,4,2,1,3.0,1,1,TurkishAngora
2-10 years,1,House in a subdivision,Periurban,2,2,2,2,3,4,4,4,4,4,1,1,3,3,1,3,2,3.0,1,1,Persian
2-10 years,2,Individual house zone,Rural,2,2,1,4,1,5,4,4,4,4,2,1,4,2,3,1,1,3.0,3,4,Chartreux
Less than 1 year,2,Individual house zone,Rural,1,2,4,4,3,4,3,4,4,4,1,1,1,1,1,3,1,3.0,0,0,Birman
Less than 1 year,1,Apartment with balcony or terrace,Urban,0,2,1,2,1,2,2,2,2,3,1,1,1,1,1,2,2,3.0,0,0,Sphynx
1-2 years,1,Apartment with balcony or terrace,Urban,2,3,2,2,1,4,4,4,4,4,2,3,2,2,4,4,3,2.0,0,2,European
2-10 years,1,House in a subdivision,Periurban,1,2,4,4,4,5,5,5,4,4,3,5,4,3,4,3,3,2.0,0,0,European
2-10 years,3,Individual house zone,Periurban,1,2,1,2,1,4,4,4,4,3,2,3,4,1,2,3,4,3.0,0,0,Savannah
1-2 years,1,Apartment with balcony or terrace,Urban,0,2,3,4,1,4,3,4,4,4,3,1,1,1,1,1,3,1.4811401018548174,0,0,Sphynx
2-10 years,1,Apartment with balcony or terrace,Rural,0,2,1,3,3,5,4,4,5,5,1,1,3,3,3,3,2,1.4075922153404825,0,0,Birman
2-10 years,1,Individual house zone,Rural,1,2,2,4,2,4,4,4,4,3,1,2,2,1,1,1,2,2.665094385342914,2,2,Birman
2-10 years,5,Individual house zone,Urban,0,3,2,5,1,5,5,4,5,4,1,1,2,2,2,3,3,3.0,0,0,Ragdoll
1-2 years,2,Apartment with balcony or terrace,Periurban,1,3,1,2,1,4,3,4,4,4,1,2,3,1,3,4,2,2.5683404537703205,0,0,Sphynx
2-10 years,1,Apartment with balcony or terrace,Urban,1,1,1,1,3,5,4,4,4,1,1,4,5,3,4,2,4,1.0,0,0,Bengal
2-10 years,1,Individual house zone,Rural,0,1,2,2,2,2,2,1,3,3,2,2,2,2,2,2,3,3.0,0,0,Persian
2-10 years,1,Apartment without balcony,Periurban,0,2,4,5,4,4,4,3,5,4,2,2,2,1,3,3,5,1.0,0,0,Persian
2-10 years,1,Apartment without balcony,Urban,0,2,2,4,2,4,5,4,3,3,4,1,3,3,3,4,4,2.0,0,0,Chartreux
1-2 years,1,Apartment with balcony or terrace,Urban,0,2,3,4,3,5,5,5,3,1,3,1,1,1,2,4,2,1.4275722405665343,0,0,BritishShorthair
2-10 years,1,House in a subdivision,Periurban,1,1,5,4,4,4,5,3,4,3,2,3,4,3,4,2,3,2.0,0,0,Chartreux
1-2 years,1,Apartment without balcony,Rural,2,2,3,3,4,5,5,4,4,4,3,4,4,4,4,3,1,2.762972142891664,0,1,TurkishAngora
2-10 years,1,Apartment with balcony or terrace,Urban,0,2,3,1,3,4,4,4,4,2,1,2,2,2,2,4,3,1.7929560946056315,0,0,Savannah
1-2 years,2,House in a subdivision,Rural,1,1,1,1,1,4,4,5,3,2,2,3,4,3,2,4,2,3.0,1,2,Bengal
1-2 years,3,House in a subdivision,Rural,1,2,1,1,3,5,4,5,4,4,1,4,4,2,4,3,4,2.0,0,0,MaineCoon
1-2 years,1,Apartment with balcony or terrace,Urban,1,2,2,1,1,4,4,4,4,2,2,2,3,1,3,3,3,1.8399639802821826,0,0,Savannah
1-2 years,2,Individual house zone,Rural,0,1,1,1,1,4,2,4,2,1,5,5,4,2,1,2,1,2.0,0,0,MaineCoon
2-10 years,1,House in a subdivision,Periurban,2,1,3,4,4,4,4,3,3,3,4,1,2,1,1,1,1,2.511657013547261,2,3,NoBreed
2-10 years,5,House in a subdivision,Rural,0,2,2,3,3,2,2,4,5,4,4,2,2,2,2,3,1,3.0,0,0,Birman
1-2 years,2,House in a subdivision,Rural,1,2,4,4,3,3,4,3,3,1,2,1,1,1,1,4,2,2.896606325516946,1,1,Ragdoll
1-2 years,1,Apartment without balcony,Rural,0,2,1,3,3,4,3,4,3,4,3,3,4,3,3,3,4,1.7946362309151958,0,0,Siamese
1-2 years,1,Apartment without balcony,Rural,0,2,1,3,3,5,5,5,5,4,1,1,1,2,3,4,4,1.6629968235687138,0,0,Sphynx
1-2 years,1,Apartment with balcony or terrace,Rural,1,2,2,1,1,4,3,2,2,1,4,3,4,2,2,4,3,2.0416335411128,0,0,Savannah
2-10 years,1,House in a subdivision,Rural,1,2,4,4,2,3,1,1,3,3,1,1,2,1,1,1,4,3.0,0,0,Ragdoll
2-10 years,2,House in a subdivision,Periurban,1,2,2,4,4,4,4,4,5,4,2,1,4,2,2,5,2,3.0,0,0,NoBreed
2-10 years,1,House in a subdivision,Rural,1,2,2,4,3,3,1,1,3,3,2,1,1,3,1,3,3,3.0,0,0,Ragdoll
2-10 years,4,House in a subdivision,Rural,1,2,1,3,1,5,5,5,5,5,1,2,1,1,1,3,3,3.0,0,0,Sphynx
2-10 years,5,Individual house zone,Rural,2,2,1,4,1,5,5,5,5,5,4,2,4,2,2,4,3,3.0,3,4,Chartreux
1-2 years,1,Apartment without balcony,Periurban,0,3,1,3,2,5,5,5,5,5,1,1,2,2,2,4,4,2.75128572741237,0,0,Sphynx
2-10 years,1,House in a subdivision,Periurban,1,2,3,4,2,4,4,4,4,3,2,1,1,1,1,3,3,2.2062561496194837,0,0,Siamese
2-10 years,1,Apartment with balcony or terrace,Periurban,0,2,1,2,3,4,4,3,4,4,1,1,3,3,4,4,3,2.855504566390426,0,0,Sphynx
2-10 years,3,Apartment with balcony or terrace,Rural,2,3,2,1,1,4,4,4,4,4,1,1,2,3,3,2,2,1.8137662883195864,0,0,Savannah
2-10 years,1,Individual house zone,Rural,1,2,2,3,2,4,4,4,4,4,3,3,3,3,3,3,3,2.667557738521027,1,2,Birman
1-2 years,1,House in a subdivision,Periurban,2,2,4,4,3,4,4,4,3,2,2,1,1,1,1,4,2,1.693193940822681,0,0,Siamese
2-10 years,2,House in a subdivision,Urban,2,2,1,4,5,5,4,2,5,1,4,1,4,2,1,1,1,1.0,0,0,European
1-2 years,1,Apartment with balcony or terrace,Urban,2,2,1,4,2,4,2,4,3,5,4,2,2,2,2,4,3,2.0,0,0,Persian
2-10 years,3,House in a subdivision,Periurban,3,2,4,4,4,4,4,4,4,1,4,1,1,1,1,4,3,3.0,2,2,TurkishAngora
2-10 years,1,Apartment with balcony or terrace,Urban,0,2,2,3,3,3,3,4,4,4,2,2,2,1,2,3,3,2.0,0,0,Sphynx
2-10 years,3,Apartment with balcony or terrace,Rural,0,2,1,2,1,5,5,5,5,5,1,1,4,1,1,1,1,1.1345430332919735,0,0,MaineCoon
2-10 years,5,House in a subdivision,Periurban,2,2,3,4,2,4,3,3,5,4,1,2,2,2,2,4,3,1.0,0,0,MaineCoon
2-10 years,1,House in a subdivision,Periurban,0,2,1,3,1,5,4,4,5,5,2,1,3,1,1,3,2,2.066124982472095,0,0,Sphynx
1-2 years,2,Apartment with balcony or terrace,Periurban,0,2,1,1,1,5,3,5,4,4,2,5,3,1,5,4,4,1.9598908085875175,0,0,Bengal
2-10 years,5,House in a subdivision,Rural,2,2,1,4,1,4,4,5,4,4,1,1,1,1,2,5,4,3.0,0,0,MaineCoon
2-10 years,1,Apartment without balcony,Urban,0,3,1,1,3,3,3,3,2,1,1,2,1,2,2,3,2,1.349705814126546,1,0,Siamese
2-10 years,1,House in a subdivision,Periurban,3,2,4,5,4,3,4,3,4,2,4,4,4,3,4,3,4,3.0,3,4,European
2-10 years,2,Individual house zone,Rural,2,2,1,4,3,4,4,4,4,4,2,1,1,2,4,4,2,3.0,1,3,Siamese
2-10 years,1,Individual house zone,Rural,2,1,3,3,3,3,3,3,3,2,3,2,3,3,3,3,3,3.0,1,1,Ragdoll
1-2 years,4,Individual house zone,Rural,2,2,1,4,1,4,4,5,4,5,4,1,1,1,2,3,3,2.0,0,1,MaineCoon
2-10 years,1,Apartment with balcony or terrace,Urban,1,2,1,1,3,5,4,5,4,4,1,3,5,3,4,4,4,2.908513162602245,0,0,Bengal
More than 10 years,2,Apartment with balcony or terrace,Periurban,2,2,2,5,2,5,4,4,5,5,2,1,1,1,1,4,1,1.0,0,1,NoBreed
1-2 years,1,Apartment with balcony or terrace,Urban,0,2,2,2,1,4,3,4,5,4,1,1,3,2,2,4,3,2.0,0,0,Birman
2-10 years,1,House in a subdivision,Rural,2,2,1,2,1,3,3,2,3,2,3,2,3,2,3,2,3,3.0,3,3,Chartreux
2-10 years,2,House in a subdivision,Periurban,1,2,2,5,3,5,4,5,5,5,1,1,2,2,2,4,4,2.0,0,1,Birman
Less than 1 year,1,House in a subdivision,Rural,1,1,2,4,1,4,3,4,4,2,4,1,1,1,1,3,3,2.617263712097292,0,0,BritishShorthair
2-10 years,4,Apartment with balcony or terrace,Periurban,2,2,2,2,1,2,2,2,2,1,1,1,2,1,2,3,3,2.0,0,0,Siamese
More than 10 years,4,House in a subdivision,Periurban,4,1,2,4,1,4,4,4,4,4,5,3,4,3,3,3,2,3.0,1,1,European
2-10 years,2,House in a subdivision,Rural,2,1,2,3,1,3,4,3,2,3,4,2,3,3,2,3,4,2.9631781323640087,0,1,BritishShorthair
2-10 years,4,Apartment without balcony,Rural,0,2,1,4,1,3,4,3,5,4,2,3,3,3,3,2,4,2.0,0,0,BritishShorthair
2-10 years,1,Apartment without balcony,Periurban,1,1,4,3,4,4,4,3,4,4,2,3,3,3,3,2,3,2.1242199667280595,0,0,Chartreux
2-10 years,5,Apartment without balcony,Rural,1,3,1,4,1,4,4,4,4,4,2,1,2,1,2,3,2,1.2707823280899266,0,0,Chartreux
More than 10 years,4,Apartment without balcony,Urban,1,2,4,4,1,4,4,4,4,3,1,1,1,1,1,4,1,1.9159017755320153,1,0,TurkishAngora
Less than 1 year,1,Apartment without balcony,Urban,0,2,2,4,2,5,5,4,5,3,2,2,3,3,2,2,3,1.6134113892107078,0,0,Birman
1-2 years,2,Individual house zone,Rural,3,1,4,5,2,4,3,2,4,4,2,1,2,1,3,2,4,3.0,1,1,NoBreed
Less than 1 year,2,House in a subdivision,Periurban,0,2,1,3,1,4,2,4,4,5,1,1,1,1,1,4,3,2.0,0,0,Birman
2-10 years,3,House in a subdivision,Rural,2,2,1,3,1,4,4,4,5,4,3,1,4,2,2,3,3,3.0,3,4,Chartreux
1-2 years,4,Apartment without balcony,Urban,0,2,1,3,1,4,4,4,5,5,1,1,3,1,1,4,3,2.0,0,0,TurkishAngora
1-2 years,1,Apartment with balcony or terrace,Periurban,0,2,2,4,2,3,4,2,4,3,1,1,2,2,1,3,2,1.3128548565055875,1,0,TurkishAngora
1-2 years,2,Apartment with balcony or terrace,Urban,1,2,1,3,1,5,1,5,3,5,1,1,3,1,1,5,5,1.0,0,0,Ragdoll
1-2 years,2,House in a subdivision,Periurban,1,2,4,3,2,4,5,4,4,3,2,2,4,2,2,4,5,2.0,0,0,NoBreed
Less than 1 year,1,Apartment with balcony or terrace,Rural,0,2,1,4,1,4,4,4,5,4,2,1,2,1,2,4,2,2.0,0,1,TurkishAngora
1-2 years,1,Apartment without balcony,Urban,0,2,2,4,3,4,4,4,4,4,2,2,3,3,3,4,3,2.0,0,0,Ragdoll
2-10 years,1,Apartment with balcony or terrace,Urban,1,2,2,4,2,3,3,3,4,3,2,1,2,2,1,3,2,1.0,0,0,Siamese
Less than 1 year,1,House in a subdivision,Rural,0,2,4,1,3,4,4,4,4,3,1,1,2,2,2,1,3,3.0,0,0,Savannah
1-2 years,1,Apartment without balcony,Periurban,0,2,4,4,3,4,4,4,4,1,3,1,1,1,2,3,2,1.8974361480462039,0,0,BritishShorthair
2-10 years,1,Apartment with balcony or terrace,Rural,0,2,4,4,2,3,4,4,2,1,2,2,3,3,1,4,5,2.0,0,0,BritishShorthair
1-2 years,5,House in a subdivision,Rural,2,2,1,4,1,4,5,4,4,4,1,1,1,1,1,4,4,3.0,1,1,MaineCoon
More than 10 years,4,Individual house zone,Rural,4,3,3,3,3,3,3,3,5,3,1,3,1,4,4,4,3,3.0,2,0,NoBreed
Less than 1 year,2,House in a subdivision,Rural,1,2,4,4,4,5,3,3,5,4,1,1,1,4,2,5,4,3.0,0,1,Birman
2-10 years,1,Apartment with balcony or terrace,Periurban,0,2,2,3,3,4,4,4,4,4,1,1,1,1,3,3,4,1.462534716133148,0,0,Birman
Less than 1 year,1,Apartment without balcony,Urban,0,1,4,2,4,4,3,5,3,4,3,3,4,3,4,4,3,1.0,0,0,Bengal
1-2 years,1,Apartment with balcony or terrace,Rural,1,1,3,2,1,5,3,2,2,1,4,3,5,3,3,3,3,3.0,0,0,Savannah
Less than 1 year,1,Apartment with balcony or terrace,Urban,1,2,2,2,3,5,5,5,4,4,3,2,3,3,4,2,3,2.0,0,0,TurkishAngora
Less than 1 year,3,Apartment without balcony,Periurban,0,3,1,2,1,5,5,4,5,4,1,3,4,4,4,4,3,2.0,0,0,Siamese
2-10 years,1,Apartment with balcony or terrace,Rural,1,1,4,4,3,4,3,3,5,3,3,2,2,2,2,4,3,1.0,0,0,BritishShorthair
1-2 years,1,House in a subdivision,Periurban,0,2,4,2,2,3,4,4,4,4,3,2,4,3,2,4,4,2.0,0,0,European
Less than 1 year,5,Individual house zone,Periurban,1,2,1,2,1,2,1,2,2,2,1,1,2,1,1,2,2,2.654304006496081,0,0,MaineCoon
2-10 years,1,Individual house zone,Rural,1,3,1,4,1,4,2,2,4,4,1,1,1,1,1,3,1,2.7058320266565223,0,0,Ragdoll
2-10 years,2,Apartment with balcony or terrace,Rural,3,1,1,2,1,5,5,5,3,4,4,1,5,1,2,3,2,2.160400105330072,2,3,Siamese
Less than 1 year,1,House in a subdivision,Periurban,0,2,2,5,3,4,4,4,2,4,4,1,1,2,4,5,5,1.0,0,0,Ragdoll
1-2 years,1,Apartment with balcony or terrace,Urban,0,2,1,2,2,2,2,3,1,4,2,1,4,2,3,3,3,1.0,0,0,Siamese
2-10 years,4,Apartment with balcony or terrace,Urban,1,2,1,5,1,5,5,5,5,3,3,1,2,1,2,3,2,1.2538885640433044,0,0,Chartreux
1-2 years,1,Individual house zone,Rural,0,2,2,5,2,4,3,3,5,4,3,1,1,1,1,1,4,2.586229832016797,0,0,Persian
1-2 years,2,Apartment without balcony,Rural,0,2,1,3,3,4,4,5,5,4,1,2,2,2,3,4,3,1.0,0,0,Sphynx
More than 10 years,1,Individual house zone,Rural,0,1,5,5,1,5,5,5,4,1,5,1,3,5,3,4,1,3.0,0,0,European
2-10 years,2,Apartment without balcony,Rural,0,3,4,1,3,4,3,4,5,1,5,3,5,5,5,4,3,1.0,0,0,European
2-10 years,1,House in a subdivision,Periurban,0,3,1,4,1,4,2,4,5,5,1,1,1,1,1,4,4,2.6811178539649827,0,0,Sphynx
2-10 years,4,House in a subdivision,Urban,1,3,4,4,3,5,4,4,5,4,4,2,4,1,2,5,5,2.0,0,0,European
1-2 years,2,House in a subdivision,Periurban,0,2,2,1,2,5,3,3,5,4,1,2,3,1,1,4,5,2.0,0,0,NoBreed
2-10 years,3,House in a subdivision,Periurban,0,2,5,4,4,3,4,3,4,2,3,1,1,1,2,3,1,2.0,0,0,Ragdoll
2-10 years,5,House in a subdivision,Urban,0,2,1,3,3,4,3,4,5,4,1,2,3,3,3,2,3,1.0,0,0,Sphynx
2-10 years,1,Apartment with balcony or terrace,Urban,0,2,4,1,1,5,4,5,5,4,1,2,4,1,2,4,4,1.0,0,0,NoBreed
1-2 years,1,Apartment with balcony or terrace,Urban,2,2,4,4,3,4,3,4,4,1,2,1,1,1,1,1,3,1.0,0,0,Persian
1-2 years,1,Individual house zone,Periurban,2,2,1,4,3,4,4,4,4,4,2,1,3,2,1,3,4,3.0,1,3,Chartreux
1-2 years,1,House in a subdivision,Rural,2,2,1,5,3,5,4,4,5,5,3,1,1,2,2,4,3,3.0,0,4,NoBreed
2-10 years,5,Individual house zone,Rural,3,2,1,4,1,5,5,5,5,5,4,1,5,1,4,3,1,3.0,0,4,BritishShorthair
2-10 years,1,Apartment with balcony or terrace,Urban,2,3,2,4,1,5,5,4,5,5,2,1,1,3,4,2,5,2.0,0,0,European
2-10 years,3,House in a subdivision,Urban,3,2,1,3,1,5,5,5,5,4,2,2,4,2,1,1,4,3.0,1,1,NoBreed
Less than 1 year,2,Individual house zone,Rural,2,2,5,3,5,4,4,4,5,4,4,1,3,4,3,4,4,3.0,0,2,European
1-2 years,1,Apartment with balcony or terrace,Rural,1,2,3,4,3,4,4,3,3,2,2,2,4,3,3,4,2,1.0,0,0,Birman
2-10 years,1,Apartment with balcony or terrace,Urban,0,2,3,4,3,5,5,4,4,4,1,2,1,3,2,1,1,1.7929560946056315,0,0,Siamese
1-2 years,1,Apartment with balcony or terrace,Rural,0,2,1,3,3,4,3,4,4,4,1,1,3,3,3,4,3,1.0,0,0,Sphynx
More than 10 years,2,Apartment with balcony or terrace,Rural,2,2,1,4,1,5,4,3,4,4,1,1,3,2,2,2,3,2.0,0,0,Siamese
2-10 years,1,Individual house zone,Rural,0,2,4,2,1,4,5,3,4,1,2,2,4,5,4,3,4,2.3592507479162457,1,1,Savannah
Less than 1 year,1,Apartment without balcony,Urban,0,3,1,5,1,3,4,3,5,5,1,1,1,1,2,4,3,1.0,0,0,Ragdoll
2-10 years,1,Apartment with balcony or terrace,Urban,0,2,2,5,1,2,2,3,4,2,4,1,4,4,1,4,3,1.0,0,0,NoBreed
2-10 years,1,House in a subdivision,Periurban,1,2,4,3,4,4,4,3,2,3,4,2,2,2,2,4,2,2.6779208344168217,1,1,MaineCoon
1-2 years,2,Individual house zone,Rural,0,2,4,3,2,4,5,5,5,2,2,1,2,1,2,4,5,3.0,0,0,Birman
2-10 years,1,House in a subdivision,Periurban,0,2,3,3,4,4,4,4,5,3,4,1,2,3,3,4,3,2.4715761885501584,0,0,Birman
More than 10 years,1,Apartment with balcony or terrace,Urban,1,2,2,5,3,4,4,4,4,3,4,1,1,4,1,3,3,2.474336109906214,0,0,TurkishAngora
2-10 years,4,Apartment with balcony or terrace,Urban,2,3,1,1,1,5,5,5,3,4,1,3,5,3,5,5,1,1.0,1,0,European
2-10 years,2,Apartment without balcony,Rural,0,3,2,2,3,5,3,3,4,3,2,1,1,2,1,3,3,2.0,0,0,Savannah
1-2 years,4,Apartment with balcony or terrace,Urban,0,2,1,4,1,4,3,3,4,4,2,2,4,1,3,4,2,2.0,0,0,European
1-2 years,1,Apartment with balcony or terrace,Periurban,0,2,4,3,4,4,2,4,4,4,4,2,1,3,2,4,4,1.2797974183677043,0,0,BritishShorthair
2-10 years,1,Apartment without balcony,Urban,0,3,4,4,4,4,4,4,4,1,3,1,1,1,1,1,3,1.0,0,0,Persian
1-2 years,2,House in a subdivision,Rural,0,2,1,3,1,3,3,3,3,3,1,2,3,3,3,2,3,2.732184578459062,0,0,BritishShorthair
2-10 years,4,House in a subdivision,Rural,3,3,1,4,3,4,4,5,4,3,3,3,5,3,3,3,3,3.0,2,3,European
2-10 years,3,House in a subdivision,Rural,0,1,2,3,1,2,2,4,5,3,3,1,4,3,2,3,1,3.0,1,0,TurkishAngora
2-10 years,2,Individual house zone,Rural,0,2,4,4,2,5,3,4,5,4,2,1,3,1,2,4,4,2.0,0,0,Birman
1-2 years,1,Apartment without balcony,Periurban,0,3,1,2,1,5,5,5,5,4,1,1,2,1,1,4,4,2.417829539823727,0,0,Sphynx
2-10 years,2,Apartment with balcony or terrace,Periurban,0,2,1,4,2,5,4,4,4,2,2,2,4,4,2,2,4,1.0,0,0,MaineCoon
2-10 years,5,Individual house zone,Rural,1,2,1,4,1,4,4,4,5,4,1,1,1,1,1,4,2,2.885463548270251,0,0,Persian
2-10 years,4,Apartment without balcony,Periurban,1,2,2,2,1,2,3,2,3,1,2,1,2,1,1,3,3,2.0,0,0,Siamese
2-10 years,2,House in a subdivision,Urban,0,1,4,3,2,3,4,3,3,2,4,2,2,3,4,3,3,2.0,0,0,Siamese
1-2 years,5,House in a subdivision,Urban,1,2,1,3,1,3,3,4,4,5,2,3,2,2,3,3,1,3.0,1,1,Birman
2-10 years,2,House in a subdivision,Rural,2,1,4,4,4,3,5,4,2,1,3,1,1,4,4,5,4,2.459346807946172,3,3,NoBreed
1-2 years,2,Individual house zone,Rural,0,2,1,1,1,4,4,4,5,4,2,3,4,2,4,4,4,1.533773955169438,0,0,Bengal
2-10 years,3,Apartment with balcony or terrace,Urban,0,2,1,3,2,5,5,5,4,1,3,4,4,4,3,4,3,2.0,0,0,NoBreed
Less than 1 year,1,House in a subdivision,Periurban,1,2,4,5,2,4,4,2,4,4,2,1,2,3,1,4,1,3.0,0,1,MaineCoon
1-2 years,1,Apartment with balcony or terrace,Urban,1,2,3,2,1,4,4,5,4,3,2,1,2,2,3,3,3,1.868900625540571,0,0,Savannah
1-2 years,1,House in a subdivision,Periurban,0,2,1,3,1,3,3,3,1,3,3,1,1,1,1,3,2,2.0,0,0,Bengal
2-10 years,3,Individual house zone,Urban,3,2,2,4,1,5,5,5,5,3,2,1,1,1,1,1,1,3.0,1,4,European
1-2 years,3,Apartment with balcony or terrace,Periurban,2,3,4,3,2,3,4,4,5,3,3,2,3,2,4,4,5,1.0,0,0,NoBreed
1-2 years,2,House in a subdivision,Periurban,1,2,1,3,3,5,5,5,5,4,1,1,1,1,1,4,3,1.9348211348968283,0,0,Persian
2-10 years,1,Apartment with balcony or terrace,Urban,1,3,3,3,3,5,4,4,5,4,2,1,2,3,2,4,2,1.0515958066587099,0,0,Savannah
2-10 years,1,House in a subdivision,Periurban,3,2,4,4,4,4,5,4,4,4,4,2,2,2,2,4,2,2.0,1,3,European
1-2 years,1,House in a subdivision,Urban,2,1,1,2,1,3,4,5,3,2,3,5,5,5,5,3,3,1.0,0,0,NoBreed
2-10 years,1,House in a subdivision,Rural,2,2,1,1,2,2,2,1,2,1,2,2,2,1,2,2,2,2.790013558791856,2,2,Chartreux
1-2 years,4,Apartment with balcony or terrace,Rural,0,2,1,2,1,1,1,1,1,1,2,1,1,1,2,3,1,2.7401964189358403,0,0,Sphynx
More than 10 years,2,Individual house zone,Rural,0,1,3,5,4,3,2,2,2,2,5,3,1,2,1,4,1,2.488643190404666,0,0,Persian
1-2 years,1,Apartment without balcony,Periurban,0,2,3,4,2,3,4,2,4,2,1,1,1,2,1,3,3,1.1319456774677072,0,0,TurkishAngora
1-2 years,5,Individual house zone,Rural,2,2,1,1,1,5,4,3,5,4,1,1,2,4,2,4,3,3.0,1,1,NoBreed
1-2 years,1,Apartment with balcony or terrace,Urban,0,2,1,3,3,4,4,2,3,3,2,1,1,2,1,3,3,2.0,0,0,Ragdoll
2-10 years,2,Apartment with balcony or terrace,Urban,0,2,4,5,2,4,4,2,4,1,1,1,1,2,1,4,4,1.0,0,0,MaineCoon
2-10 years,1,Individual house zone,Rural,0,2,2,3,1,4,4,4,4,4,1,1,1,1,3,4,4,3.0,0,0,Ragdoll
1-2 years,2,Individual house zone,Rural,0,3,1,5,1,1,3,2,5,5,1,1,3,1,2,4,1,3.0,0,0,Ragdoll
2-10 years,1,House in a subdivision,Periurban,0,2,2,5,3,5,4,5,5,4,1,1,1,2,2,4,3,2.36773571208047,0,0,Birman
1-2 years,1,House in a subdivision,Rural,0,2,4,3,3,3,4,4,3,1,1,1,1,1,1,1,3,1.8484440184939526,0,0,Persian
1-2 years,1,Apartment with balcony or terrace,Rural,0,2,2,2,1,4,3,4,4,4,1,1,2,2,2,4,3,2.0,0,0,Birman
2-10 years,1,Apartment with balcony or terrace,Urban,0,3,3,3,3,5,4,4,5,3,2,1,2,3,2,4,2,1.9826202098145203,0,0,Savannah
1-2 years,2,Apartment without balcony,Rural,0,2,1,2,1,4,4,4,3,4,3,1,4,1,2,3,1,2.0,0,0,Bengal
More than 10 years,4,Individual house zone,Rural,1,1,3,4,2,4,4,4,4,3,4,1,4,2,1,3,1,3.0,0,0,Siamese
1-2 years,1,House in a subdivision,Periurban,1,2,1,5,3,5,5,5,5,3,1,1,1,1,1,4,2,3.0,0,0,Persian
1-2 years,1,Apartment with balcony or terrace,Urban,1,2,3,4,4,4,4,4,4,4,3,2,4,5,3,4,3,1.6412843843190286,0,0,BritishShorthair
2-10 years,1,House in a subdivision,Periurban,1,2,1,4,1,4,4,3,4,4,2,3,1,3,2,1,2,2.1592874452428052,0,0,Chartreux
Less than 1 year,3,House in a subdivision,Urban,0,3,2,3,1,5,4,5,5,3,2,1,3,1,4,3,4,3.0,0,0,NoBreed
1-2 years,1,Apartment with balcony or terrace,Urban,0,2,2,4,3,4,4,4,4,3,2,1,1,1,1,4,4,1.0,0,0,Ragdoll
2-10 years,1,Apartment with balcony or terrace,Rural,2,2,3,3,3,4,4,4,4,3,2,1,2,3,2,4,2,1.9695041513705482,1,0,Savannah
2-10 years,1,House in a subdivision,Rural,0,2,4,5,2,4,4,3,4,1,4,2,2,3,3,4,2,2.5266237972689596,0,0,Chartreux
More than 10 years,4,House in a subdivision,Periurban,1,2,1,3,1,4,2,4,4,4,1,1,3,1,2,3,2,3.0,0,0,Chartreux
1-2 years,1,Apartment with balcony or terrace,Rural,1,1,4,2,4,4,3,4,4,4,4,1,3,3,3,3,3,2.0,0,0,Siamese
2-10 years,1,Apartment with balcony or terrace,Rural,1,1,4,4,3,4,3,3,4,3,3,1,1,3,2,4,2,1.0,0,0,BritishShorthair
1-2 years,5,Individual house zone,Rural,3,2,1,3,1,5,4,3,5,4,2,1,4,1,3,3,1,3.0,2,4,BritishShorthair
2-10 years,4,Apartment with balcony or terrace,Rural,2,2,1,1,1,4,4,3,4,2,1,3,3,4,3,1,1,2.0,0,0,Savannah
2-10 years,2,Apartment without balcony,Rural,0,2,2,5,1,2,1,1,4,2,3,1,1,1,1,4,4,2.4344518444882715,0,0,NoBreed
1-2 years,4,Apartment without balcony,Rural,0,2,1,4,1,5,3,4,5,5,1,1,1,1,1,1,1,2.2927613656866015,0,0,MaineCoon
2-10 years,3,House in a subdivision,Rural,1,2,4,4,3,5,4,3,5,3,4,1,1,1,1,3,1,2.923331471909626,0,0,Siamese
2-10 years,3,Apartment with balcony or terrace,Periurban,1,2,3,2,1,4,5,4,3,1,3,3,4,1,3,4,1,1.6763207635957564,0,0,MaineCoon
1-2 years,2,House in a subdivision,Urban,1,2,5,5,2,5,3,3,4,3,3,1,2,1,1,1,1,1.730088777607805,0,0,Siamese
Less than 1 year,1,Apartment with balcony or terrace,Rural,0,2,3,4,2,3,4,3,4,3,1,1,2,2,1,3,2,1.0,0,0,TurkishAngora
2-10 years,1,Apartment without balcony,Urban,0,2,4,4,3,4,4,4,4,1,2,1,1,2,2,3,2,1.8910816581532686,0,0,TurkishAngora
2-10 years,1,Individual house zone,Rural,0,2,1,1,1,4,3,3,4,4,1,2,4,3,4,3,2,2.230008837287703,0,0,Sphynx
2-10 years,3,House in a subdivision,Rural,0,2,1,2,2,5,3,3,4,3,2,1,1,1,1,3,3,2.2345612933348287,0,0,Savannah
2-10 years,2,Individual house zone,Rural,0,3,5,5,2,4,5,3,4,1,4,2,3,3,4,4,2,3.0,0,1,NoBreed
2-10 years,1,Apartment without balcony,Rural,0,3,2,4,1,4,2,3,5,5,1,2,1,1,1,3,4,2.6334782198261473,0,0,Sphynx
2-10 years,3,House in a subdivision,Rural,0,2,2,5,2,5,5,5,5,1,5,1,1,1,1,5,3,3.0,0,0,Bengal
2-10 years,2,House in a subdivision,Rural,0,2,2,4,1,4,4,3,2,2,1,1,2,1,1,1,1,2.0,0,0,Bengal
